taxa,PC1,PC2,PC3
PI180502,38.026029968122,16.4783393821113,-47.9118532812226
PI189904,23.0218978929912,26.5220965963714,-46.4935241030773
PI291306A,25.9601288123294,23.9331858310105,-46.9230052927798
PI297538,32.6256370866836,6.46183336755624,-39.347857893557
PI361122,43.0523733487919,-16.8317031083726,-34.9747245875321
PI407708B,6.3081545274707,31.9760306974596,-45.5233431576247
PI408217C,-29.3142859791143,21.0782820302916,-10.1317413563762
PI417191,-48.6823054089612,18.6128402360799,4.54040736147081
PI423708A,29.6308348636269,3.66442936271658,-23.7399798720137
PI423841,-27.2422036420603,7.48976828837045,-1.49147492445599
PI424150,-32.3635349133089,16.5786427765512,-6.56293845524252
PI424154A,-34.0693571852624,14.1960419354186,-4.06020059685462
PI430460B,28.3464588825782,17.3989808431077,-39.6488960686306
PI437329,11.6359573119673,20.864672386932,-37.4752943093959
PI437372,20.8336636508344,26.623860269907,-42.9216073769069
PI437436A,0.432429581672351,28.3317110459876,-35.59501308228
PI437612,30.0655940497779,9.17992222023864,-40.0761316750417
PI437666,44.4660030992544,-6.15886134356549,-19.1113930794396
PI438038,14.9050955113133,22.4002159300733,-30.1428200461647
PI561304B,42.6587768696428,4.44667335087991,-40.088821317984
PI578418,34.723557704511,3.83087596890691,-40.1066170537404
PI597426,25.3772084112631,20.0832421883418,-28.2926451410372
PI603346A,18.3925755209788,15.0356721743895,-35.0436583017761
PI189898,-0.8474080015464,-3.97338251983073,-28.1379399263679
PI189915,16.1018491052962,23.2185411341602,-47.1555774168856
PI290135,19.2043843150793,27.5576535379068,-49.6032297459498
PI361107,22.5491049776344,24.9683004885727,-48.5718189738198
PI384470,24.0625682252698,19.9745798379731,-35.8500611866724
PI398234,-32.8813237895238,21.2118059056421,-7.1529812757852
PI399112,-36.1266917999136,16.2632866538819,-6.15545076908203
PI408234B,-32.4819405108857,16.9670491811985,-9.01598167512457
PI417006,-54.4263998305943,22.8099846591576,0.99677459233838
PI424504A,-34.4307264125365,15.6042198294478,-7.14227392865147
PI427088F,11.0784489165758,14.5877198616751,-27.9677099661894
PI437381B,21.8482795560799,15.2643395523131,-30.8260149583187
PI438081,31.4879763517911,20.7501191036274,-41.4046034840831
PI438211A,11.3479383960699,9.64734094332546,-24.9334635002511
PI438225,20.4916607893161,15.2271851704418,-35.6261488559288
PI458826B,23.2361532979591,7.85290602632275,-42.1920146129423
PI503338,26.9710343656355,21.2025181494859,-19.3351113753208
PI507673,40.7607241839277,27.2844717087594,-21.9813343055021
PI567779A,15.5711175540106,-51.5064134564547,9.4558796840699
PI574479A,5.50556540801099,-15.1889876148867,-12.5168840503529
PI578375B,15.0211915842237,2.1286093898182,-25.3292451835782
PI578415,4.14752278161755,26.150006188091,-38.2806770065388
PI593956D,10.8269801808304,15.5648069754093,-22.3768554095934
PI123577B,26.6320624879021,-14.4596532459095,-29.9939307402279
PI181535,-40.2074051134041,12.7148037788437,4.41921777735588
PI290126B,11.9261134506077,2.94943340781794,-28.2994760954483
PI398748,-31.474483056652,11.6435071152007,5.52921566837208
PI407654,31.8674191957639,18.7878568694532,-43.437614833281
PI408181A,-35.1689056156575,19.4132555568334,-11.0750923613381
PI408285A,-39.7085977757744,15.2371408866775,-8.04242359030128
PI417029,1.57183861030494,22.5879035099299,-31.4748956944901
PI423748A,-32.2757684083173,18.321294778152,-2.49329228096801
PI423802,-39.6460162977058,16.6466582350449,-6.5735907711495
PI423826A,-27.0830668410867,10.9908551781281,0.637165914207497
PI424204,23.1250324897588,19.6178867593632,-36.4377118561445
PI437636A,50.0942204192112,-24.3775344344099,-26.3078712103383
PI437829,57.0229313365902,-10.2543765427747,-27.5078494094724
PI438134,10.0892269654412,31.7751969201489,-40.2007058200969
PI438262,30.8377784882741,-5.86352611152238,-10.0701232303831
PI445814,26.0038285236406,-4.46804109030102,-27.0283282551882
PI464901,12.5446152271974,6.69262994729428,-32.2674011794154
PI464917,21.847736927627,5.45991154778367,-42.7082042381697
PI561327D,37.9294652532578,5.06158908354763,-31.5094152802909
PI561332,6.54147335562186,23.35956466928,-44.3381064442721
PI592913,9.54938974912887,6.71452403396371,-29.6846516001438
PI593967,23.4304561265274,8.40545015641277,-34.9001308703671
PI290131,6.00869464613437,25.7483622041128,-50.5533822221877
PI398871,-27.742074578479,14.3232297912979,-5.9344828153762
PI408264,-36.9755606999385,15.6173326229539,-6.46324247059892
PI423748C,-28.2885434454629,20.4566552031697,-13.2372997249691
PI424399,-38.341086963515,18.6293788948789,-7.04208460949978
PI432359,65.7362276031193,38.2174619501708,26.4455962800698
PI507697,41.6693710415116,5.59713940970796,-27.8546303873286
PI250844,37.9801605195842,-29.1819861450537,-32.1453122300811
PI290118,11.1357047590528,26.18013405589,-49.3518283655726
PI398366,-37.9100796276,20.6703768056043,-6.74478239800516
PI406708,-35.3952784093289,16.0342806278925,-2.99985937647026
PI408229A,-34.8048312784219,18.8568950571508,-10.6427762742757
PI408333,-29.2168241095864,21.5443459641796,-11.8670500315676
PI417102B,-21.1109331399558,21.2145996479396,-4.45198782034425
PI423926,-11.1961102966224,-5.02178318685467,9.20153345278227
PI424160,-35.482372798064,19.6679417238018,-4.72635587723729
PI424387,-41.9506928631092,19.0920846978208,-8.58967288564592
PI458087,-29.7344091422128,16.2336404887446,-5.86787513710586
PI458090B,-34.4804266267542,18.4688427264214,-8.01074291377251
PI464865,35.5248574255628,5.57970901465788,-38.0282344355227
PI467329,26.5178412010424,12.455051110852,-33.1539565319488
PI479732,9.93974120043747,-4.52081940721153,-25.0669094706546
PI561306,35.3348712681052,13.4130420417601,-47.7285254819716
PI567159B,38.0215386635045,5.53218770148057,-30.2765970818985
PI592922,29.1339489383143,18.4835195258654,-42.1164759165117
PI597442,17.9217476476176,26.6035482259189,-32.5928555103678
PI603698H,6.05866473251907,-4.33443932707353,-4.77359391972758
PI157452,-28.8434874788292,18.5811831163054,-8.19295018908376
PI290115,12.1862451425236,27.9193742582383,-50.1977809253843
PI398226,-30.929609416126,19.5964495187269,-9.49422272808106
PI417555,45.5457614077142,-0.566840440922179,-39.6101331466298
PI424386A,-36.9477348425476,18.909640522675,-2.75851498298083
PI437368,12.0195947375512,20.5073763766235,-37.3911219605366
PI437526B,43.5547310445725,15.7934368160897,-35.6269659862827
PI437611A,15.0280140900847,17.545475914869,-40.953584810407
PI438047,33.1504611284145,-6.07703783300155,-34.3475675490914
PI506587,-46.5056501327378,15.8307815836201,8.09844952416677
PI567212C,39.0507631748022,22.4064003162746,-34.1064966022104
PI567512B,32.5257351060135,-10.8669452799126,-29.1000937020363
PI578404,6.90300668201838,23.6195439748675,-43.8966366479744
PI588026A,-12.7810782627464,-13.7623676111739,7.02705717465156
PI592970,23.3708193475088,4.95223448507381,-19.2809777743845
PI597391B,30.9588565553165,-1.31699917143347,-33.5360114619527
PI597395,20.3515050848907,2.24205055931949,-23.6996388817535
PI603290,16.2168493783646,-16.1223771017938,15.5737383628112
PI189919,16.2001176059758,7.28034831149238,-22.1546691319498
PI291297,39.6321459179192,12.234938432321,-40.0744322745413
PI360962,21.2569198609284,22.8945424607122,-45.0189967695897
PI361059A,-3.68820151014665,11.3013057413106,-31.1868018303737
PI398898,-44.8939386908522,10.001504083525,6.18857453497614
PI407717,29.0340273230626,6.05322069345012,-35.7565259786245
PI423736A,-44.135902011607,17.9963707727057,-6.29281268889844
PI424330,-42.8645149571746,16.4599240737528,-3.90189517068992
PI424403,-28.9347724992894,14.6318169821701,-1.98606405853891
PI424523A,-38.985687937518,21.2826531130022,-8.64522024026079
PI437236,21.5805233457287,3.38393277013857,-45.1026903458876
PI437425,-6.84103617588639,24.3244847564047,-29.7318159594932
PI438151,40.6034991368355,-0.388988624953384,-44.4957844925644
PI438238A,22.284043570802,16.3224072606799,-27.8403780463578
PI438360A,53.6032539779304,-28.3876386238251,-33.2961495354106
PI458531,27.6214759332012,22.4682680035398,-49.7561777866547
PI467315,-5.4087753109816,7.1158689473997,-17.0284829640284
PI561282D,19.7670758874263,24.3792695590359,-40.977817821068
PI567202,-38.1324127604886,10.9452197511242,7.57802328105892
PI567243,-8.09154989152702,-15.1634954323861,-2.43273253144262
PI594296,-50.5862708266948,17.127411127323,0.00325472283903156
PI157450,-29.8238229202517,18.2894308476372,-8.301753129573
PI157456,-29.832658721089,18.0669532465559,-8.55411508472955
PI157491,5.38601814265306,12.8434410317317,-27.1423721441237
PI253661B,29.1489390144385,-13.0628230575994,-20.0412715476322
PI398877,-23.7276865981145,4.76728947808246,-4.01602818740226
PI407658B,8.10557625702331,-21.2833256262195,-5.26520364978373
PI407897,-29.1903830394677,10.7028355348119,-5.73773571686811
PI408200A,-27.7370333856193,12.0528028825142,-2.9161544422061
PI408265A,-38.1390556768426,17.9867521892184,-2.74736322254552
PI416882,11.7915892004009,-2.83849338430098,-17.1277172537636
PI424171A,-23.7298170632731,7.50768245128511,-2.7418217360876
PI424193,36.6819625940865,-17.7313813942025,-38.933453856336
PI458115,-31.4455749997491,15.0166992413676,-5.33696955343338
PI464904,-11.9643608541679,12.53213539184,-18.4579615154867
PI588028,-4.11905889107033,-35.4805548631194,18.1695065054077
PI161431B,-1.78201730168824,-4.32917462961859,-23.1381380961169
PI171431,27.0524217613763,-34.757215719995,-15.2990632908708
PI200595,14.7529640610214,25.0067099541094,-48.4325441241196
PI253653C,30.7815446502914,18.8215668627813,-35.9857788465934
PI291302A,9.76512873300943,22.2921705150162,-32.4076355054408
PI291309A,26.2969284544038,-2.96348966198008,-23.1042075341006
PI360847,-47.0438569133142,20.4926227581669,4.33863665924385
PI361071A,35.6169805846911,6.3028382938104,-29.4908943220642
PI361101,7.12515199076058,18.0135005213962,-35.1164284516544
PI361108,23.3261191549925,26.9749764308709,-47.0797227266977
PI398181,-38.776820235429,22.1233695513992,-6.6586701570184
PI408222B,-28.6798277714174,17.0648149027163,-8.55641295751121
PI408227,-32.9715487018211,17.8122532078918,-3.52681149667332
PI417179A,-20.2562863735021,12.682920156792,-13.7902146723077
PI417239,-54.4433860049879,17.1905609534511,2.96173774809075
PI423851,-30.353147140983,3.98554791644348,7.55715174443942
PI424214B,-31.2568123942131,15.2338325558603,1.15396029276678
PI424389,-18.7296590739586,4.64344332861556,-5.68164149412488
PI424489B,-32.613239451118,19.0004260177916,-9.23250941462205
PI437124,13.2824707640454,24.203798167997,-44.5047692947244
PI437136,-24.2224231549886,13.4728031532589,-12.4530189057996
PI437171,-13.0735919837493,5.7991744489248,-8.97598858783294
PI437423,15.4184882693051,20.7062051507517,-33.9020522035775
PI464875B,28.8229190955981,17.0508810131213,-42.2844125507824
PI467335A,-6.22288207691577,23.6346707049659,-27.6649555635931
PI518704,32.0265583626586,21.1067475148996,-30.8647481526669
PI567648C,31.898485315708,-65.7869080788613,3.11551779217984
PI171427,28.750194709982,-45.7502419212738,-15.9966973627001
PI257435,13.9073897558503,10.3599033234982,-38.5334253618705
PI370057A,21.0578012914323,10.9908288505949,-28.8761742937947
PI398620,-27.7018695253754,7.38958574095406,-2.30153708228012
PI407655B,21.2067640928332,19.3654442390671,-40.3309053690321
PI407716,23.8523028146943,11.0896446163335,-27.5961496482639
PI408184A,-29.1384928396782,15.317071577988,-6.77975372278279
PI423768,-39.1069893212975,19.465520618116,-8.08408977603301
PI423890A,-52.5071234663867,18.5158828016239,2.87766060253435
PI424384,-37.741597836316,22.376261478918,-7.87230428614269
PI424539,-35.1125669049807,18.044197803949,-8.62281200878933
PI437366,23.2663000474456,20.3258992486955,-36.9542901330291
PI437605A,15.1693604849205,24.1744272058442,-33.1670563320212
PI438024,11.2674912408236,23.1827738221843,-34.9758755960033
PI438260,31.0001843219239,6.31442839170974,-31.1917189054127
PI464922,14.7028811499883,9.63732777319261,-18.6994311759326
PI507272,-34.441992540704,20.0847990964957,-6.9027178757879
PI578394,25.5809655289385,19.2446657611305,-51.1761896835253
PI597404,33.9658659150356,5.56841338661444,-35.1709860662248
PI154195,-29.1038802186105,17.2165520616176,-7.03605449900325
PI238924,37.3169419289417,11.8782188033442,-36.0212726968472
PI297547,18.5909157852773,25.5511655080807,-46.3881925695517
PI378669A,38.9555973036088,-3.38366758057212,-29.3825578023382
PI398208,-32.7420147251112,18.8099934909935,-3.13304835447446
PI398830,-31.9879012377686,11.5490004497608,-4.41128684137902
PI408036,-31.2380338937138,19.9053554892086,-9.88592479923464
PI408319C,-31.0801428482339,22.2735253622809,-4.54296806567369
PI417232,-52.2611222331033,19.3757456825428,7.45385893173474
PI417238,-55.3155466078384,23.6788630456369,1.4298166551209
PI423858,-28.3543450467671,0.590692591308454,6.0305593146731
PI423987A,-47.2858619932012,15.8641366364026,-1.50907500370151
PI424227B,-36.8651037483377,17.8633048889722,-3.39595767857571
PI437334,3.29278077685988,25.5354946917248,-38.5530760280103
PI437344C,21.89187232537,14.6864766200424,-39.2376849905899
PI438049,1.12563305341198,28.7900279495866,-34.7232186917795
PI458051A,-33.1117289035505,16.0000342326387,-6.276027671806
PI458052,-27.8644518052168,15.1627098413155,-6.19845771122012
PI468408B,18.6708119630746,-16.5966846847264,-18.6801733040543
PI567486A,7.501547494513,10.0087868007069,-31.5375177892196
PI567552,7.70360979133271,-21.552018151657,-7.10377586363385
PI578422,4.82399924286962,21.9406695527601,-34.0834929465931
PI603312,25.9248722926196,16.3891425118727,-50.4260930068193
PI603324A,7.53005215304732,23.8775643726347,-45.919460388033
PI603348B,25.0912738929647,0.20894191219285,-19.0576613455325
PI258383,37.1133365389168,6.63594605658765,-35.7615992724373
PI291281,20.3448384054155,27.7821555903405,-37.5995653027475
PI291324,18.7086802592903,6.00141706520576,-32.4264941552071
PI297522,11.8175121462987,26.267392394144,-48.6896084870057
PI361065B,50.7253934742621,-11.271756394846,-10.8923275083125
PI361104,32.1590523067117,-43.9157639648514,-29.3798890639136
PI398297,-28.6070146730201,12.3252037011691,1.34594657023125
PI407722,26.6702519473753,5.78905277999738,-37.2957674161501
PI408285B,-35.0825398910831,18.141838704273,-8.35448234228145
PI416746,-10.5336022691553,14.2899660347,-15.7067558834434
PI417349,-3.76456771006927,23.2302180927175,-31.0536177279681
PI423770,-32.1682946495128,18.0311019187912,-10.5136656330657
PI424156A,-39.7584082146028,24.1167651394793,-7.55324977506009
PI424247A,-28.6376701007974,11.8438315209722,-5.49880078301938
PI424268,-28.8384029321326,14.2444966900344,-1.25710113985998
PI424495,-40.3594688203043,20.208296816981,-5.34960966424397
PI437317,13.6291824205498,29.1661388647383,-35.8045990223596
PI437318,31.143597615508,13.3365893354471,-47.1738445440617
PI437540,51.7779693752255,-22.3846589180786,-25.5131287422341
PI437633D,13.3028467097335,24.2796546785739,-44.5985087826626
PI458098,-34.6460059892691,16.4366729344311,-5.65605185361925
PI458825A,37.0023629687278,19.6263297865601,-47.5617297930821
PI467325,14.491900519647,13.4010968903584,-39.4038338981324
PI567623,8.40468756528739,-57.7454205907155,15.7018662059226
PI578494B,6.63387399466063,-18.8693534905524,4.66296383391625
PI597423,5.64820582480911,24.7926005290059,-34.1876905333606
PI597427B,13.8583539001313,16.9566528642629,-43.5023376122124
PI189881,10.2326824090611,25.6473338423631,-50.4582177516233
PI189967,16.5418675545514,6.60498477475673,-34.4689554009235
PI290123B,19.0143647180721,28.7214008812259,-49.655396677594
PI291319A,16.9441885172151,23.6520593566738,-42.2305447229112
PI297531,13.7682063872997,20.9093825866039,-46.8462735663389
PI398472,-39.2963665549822,22.0428921773652,-9.65245134030211
PI407706B,7.81010431656811,8.37738808795663,-23.0496307088266
PI417557,2.1288886842477,27.7026515621249,-35.02449845973
PI436611,25.6456787586196,11.5004970374637,-44.2808304119238
PI437392,14.0602847491818,13.3532132781655,-29.0567014134581
PI437632A,-3.52646483588288,28.4946843640327,-29.4490674241109
PI438185,42.3534543407973,-16.7735784690636,-19.5450080453022
PI438272,55.8206811832018,10.4585851555687,-40.8864258610561
PI464879,-17.3329866937455,13.5792379120257,-5.65704739113596
PI464941,18.6132664098023,-16.636844245192,-18.1499935184134
PI507293B,7.77301771377113,0.694603246837775,-16.8905837541656
PI567580A,0.0618281052431223,-20.8187144029282,1.26383665097351
PI567603B,3.30858940636349,-27.087057544583,7.46602019097949
PI603302,21.5867298613219,6.14975472297336,-36.0212508941497
PI603698I,9.58934389279842,-14.8766039749009,5.02233516386594
PI154192,-3.48556935269314,0.197278937405643,-14.6207233501843
PI171429,39.9078977091036,-68.8520866492872,-7.4270986069611
PI258386,25.872894477821,1.99184497122813,-31.9915707059052
PI291327,42.5830735294789,8.49725275618812,-34.5253481342214
PI319534B,26.6969841970805,22.5496492677721,-49.5765974512245
PI361100,-3.72325103360204,-13.9411110335008,-22.3791405213274
PI378657,48.8556735857676,10.7212390648321,-21.54149279791
PI398318,-29.1569640574215,17.0594522130009,-5.52082509671875
PI398754,-36.8447593890992,25.3039972772162,-9.72548752936537
PI404188B,11.6060322442309,-56.1506414077259,18.2229393087026
PI408233A,-33.8653003648554,20.7265122253938,-9.32552828119591
PI408265B,-37.1368680561311,19.1755672501012,-9.43649788888465
PI408302,-29.5195134085196,14.239105484775,-6.06262914980909
PI415073A,-10.502460732754,9.51246872521002,-18.2290262734107
PI417545,15.5742110800903,17.8893132050888,-37.1367378137697
PI423797,-39.3694657773031,23.9767655254633,-6.47944621800188
PI423850,-20.8174100200725,0.49222398698562,-0.115236723664602
PI424285C,-28.0646559310222,16.2926832660902,-0.640620827258468
PI424419,-30.7804156997126,21.3394809102123,-10.4737427220425
PI424462A,-29.7327239473083,17.7555794899278,-7.88486793276663
PI424523B,-32.4379131616147,8.31317508432025,0.523918849871492
PI437105A,16.0626908530388,13.0790067442224,-49.2644851330796
PI437312,42.3688503585003,-2.39391925598758,-45.868315468602
PI437376B,26.9319615372921,7.71629545942308,-41.5723334905712
PI437616,26.1903858679915,17.1791795053273,-41.7019173104594
PI437859,-0.371494367901781,18.0664424428977,-27.3228975576326
PI438238B,26.2966439170928,17.7564804477005,-38.2986511407474
PI458061B,-41.8129193321495,14.250278909941,-2.11648802927811
PI503339A,-1.48882083652869,20.6807951232226,-34.6082246667187
PI567215C,33.0550316776302,15.5435888221957,-25.6113247326981
PI567631,-17.8820520934255,4.72636456980788,-13.2540341324411
PI597439,21.8990873510062,15.7634620992718,-31.8852212773064
PI603151A,25.9432556264761,13.9547948133749,-44.912639516688
PI154189,-11.2203902069417,4.95359192004333,-3.90945811440488
PI157471,-19.9550965106586,10.1628723844631,-8.36237198043405
PI290122,25.9406332277144,-10.6809281203735,-38.7760608461142
PI297544,14.5983351003912,13.8051411182438,-39.1866002225995
PI347539A,14.133533752145,14.563051231548,-38.5286703118748
PI398296,-26.9405291071761,4.97271294752409,4.63337779739767
PI417137,-44.0001179431088,10.3712987344512,4.69034175051639
PI417526,46.6489698374093,18.1722384506434,-42.3904072145822
PI423808A,-35.1783006024151,22.6846601630795,-9.67521306169526
PI424246,-34.856475934057,17.5986275029492,-5.22853382530854
PI437105B,15.3177848036248,22.4743606345783,-47.2568562292021
PI437126A,-10.1077887687713,-6.03505277266157,-7.53332396168764
PI437138,14.0102988913678,9.92000424741918,-35.31141458803
PI437163,-8.62274252900034,24.4673472614173,-30.3870499858422
PI437168C,32.1038549874241,1.59581703027762,-40.3832645072122
PI437598B,19.3430615584695,21.3183930306831,-51.9027527702322
PI437890A,24.4477866376057,18.8478899884114,-32.4928402039722
PI458037,-32.0922537648401,18.4572882823658,-5.58986562791334
PI458082,-17.3015845639042,7.58896590429259,-3.77988070045892
PI507082C,-7.45809089063793,2.27381285345065,-24.8251813937329
PI567607B,-23.1623944329322,2.4962454105657,-0.873129729414131
PI593955,36.8150786365445,1.63692335766521,-36.2573536532801
PI593969,14.4833823547425,13.9085601925653,-35.0575508740914
PI243530,-34.0795682282163,18.2291838724409,-8.16993732217037
PI398188,-28.1996988215329,16.9829518749965,-8.93649847765382
PI398788,-34.2021840617444,19.7180575982298,-6.93959658637215
PI398838,-40.3002544714618,17.0333873397528,-5.84558875705422
PI408189,-33.671072560976,16.3610141861007,-8.12059319594533
PI417556,-2.34577182196898,21.3938904875932,-27.9756567741056
PI423803,-38.2946638757277,19.7083703374081,-4.84792834707368
PI424228,-29.4487284734335,17.9408054950832,-11.9472787022054
PI424565,-37.9809714694264,16.5948119331067,-8.89162754001032
PI438042,57.0488501429706,3.6017859020776,-18.9511349674975
PI438435B,44.2052626433524,-5.40298324893809,-29.781045410399
PI506779,-51.2231725250952,16.6790974754839,2.75431176193223
PI567214B,17.8030687436023,22.3363048895377,-17.8256252637822
PI567323C,23.2449076195686,9.27657288525087,-33.5995033708471
PI567496,30.2652257098597,-34.949697114141,-14.3846733285336
PI567511,5.24887205544132,25.080379184694,-32.2295553178724
PI593968,-5.06016664034265,17.201854232859,-22.6333197767862
PI597434,5.93502842651707,25.3798304911711,-31.3044563418043
PI603361,15.7324054466992,0.734598514032488,-23.8397454032789
PI153234,1.65768642598735,25.0202158747705,-36.9401188303652
PI227327,-4.85790834202583,14.4315420685647,-30.9592690028955
PI257432,26.9415806153603,16.7384648648756,-36.4289294849496
PI283332,47.156179930962,-21.2668245365834,-10.3232747242113
PI370055,13.2397967935064,24.5886976604813,-44.0237261987102
PI416772,-42.8206837894094,19.6916177749081,-2.39456306311232
PI417100,22.0065948838454,-31.3857540741102,-5.50174268955296
PI417295,8.28200768859399,25.0097438869211,-41.0956580043689
PI423739,-39.2243577040673,20.8296460882276,-4.18394679698858
PI423865,-52.4731155894471,20.3131736435782,-2.06272031319109
PI437142,26.481721318181,-22.336296564755,-18.0048951564465
PI437187,54.3362193764501,-33.3585568948685,-36.7305526488357
PI437340A,28.1829088515298,23.7596471700313,-41.6278604743287
PI438201,17.573253848419,20.5214274809679,-32.864326474218
PI445812,38.1194038850142,9.70880674892061,-37.0960098651042
PI452432,27.8578838482012,11.6278957045022,-47.2933898746359
PI458307A,-57.2957078482242,17.5750731257653,7.32758555823331
PI458541,8.61175393052209,23.9556632728312,-35.6064335497288
PI467324,5.85499524793617,13.3720801947993,-26.5725335296679
PI561292B,27.9578991915375,16.9923782240161,-39.3481658545455
PI587982A,-14.4312207549002,-28.2642856188876,17.1776907101683
PI593956A,20.6206669766991,17.1866147487189,-32.8243925924425
PI153259,0.262816638097992,12.6067344856038,-14.1091997155523
PI257433,27.9687183085571,16.9233892403484,-35.9263635218959
PI258385,35.560597909833,6.14346076724888,-29.3978601310242
PI358323,30.9222556650706,26.1304936142338,-34.8137396832234
PI378669D,23.6425117271504,11.9136359386066,-32.2397938759174
PI398741,-38.2005354715954,21.6515654949709,-5.48031333039904
PI398916,2.92384937932915,16.9817961094648,-11.8441262121978
PI407655C,16.9197807597815,1.15914581723601,-25.2961651647379
PI408222A,-28.7610380322052,6.90694399834809,-6.72014680284284
PI417278,28.4897106216851,-47.4820480197623,-11.7327235064022
PI423756B,-30.1387699046572,19.7071638951768,-9.13580710989498
PI424382,-58.2910024859933,17.7098503082301,5.9255460254886
PI437132A,35.5824497495359,4.85258119667375,-19.1865459172991
PI437546,52.0546932925152,-24.1965147438592,-26.6284428338797
PI437621A,1.66311609893618,23.1252533771437,-32.5363682460687
PI449458A,22.221077037035,17.8750808103556,-39.0120929756394
PI458074B,-30.850035880468,20.205916665284,-10.0892936959444
PI458121,-37.3510844774853,16.6131026840711,-5.42443717005612
PI464940,12.4456423359678,-16.2441016533188,-11.3408580734438
PI567174C,8.3702323661005,22.9422510652141,-22.1403297284068
PI567200A,34.5161255996893,4.36674487857,-34.9430323684943
PI567323B,16.866957151009,9.59153733846256,-34.4714855440675
PI567504,18.4601957627976,-13.7261308085211,-10.7587975094563
PI567777,23.2648302583176,-54.5382844222673,5.67329654421653
PI592923,10.8243245572876,18.5721019910642,-27.9780956709572
PI594245A,-18.3502920030089,26.8642910344493,-10.1226458338699
PI603314,28.8693030664604,21.350401894876,-27.7994201391543
PI603326,44.8463835537584,-9.39385261375752,-42.8621402343594
PI358321C,17.6309251792019,20.6752108561856,-46.3265642762429
PI398360,-33.9353788596615,16.5014084550621,-8.60243477623572
PI398891,-30.2014560487162,16.211631366605,-7.05462758305604
PI398940,-28.2863149074696,15.3054323237396,-8.33482261948086
PI407922,-27.5627982663042,11.8593632944819,-0.0703898885951379
PI408217A,-26.9190616049934,18.6125136819207,-7.90936652272589
PI408262D,-33.7266626195865,11.9453500693766,-4.06713305957214
PI417178,-21.1627432591013,10.0708109145848,-8.32485138890697
PI423746,-32.863215798977,22.4741071830311,-7.95497711638083
PI423839,-37.53665174286,17.2451748005597,-3.16118592600443
PI424168B,-31.2253347095697,15.7067040115349,-9.59582854133432
PI437327,-3.89480998508593,13.7611768407769,-21.1836096721917
PI438369A,-13.4826865496486,7.64934339906655,-18.3994527791451
PI594233A,-49.630139383152,13.7662669234211,9.46595578749103
PI189945,21.0264994633873,-20.3697731155492,-23.0047590993838
PI205088,-48.1740775366465,11.4007154925883,8.12326416669183
PI295951,8.98449053454569,22.1375540022653,-36.0338814611137
PI297549,7.2093353833128,23.0758831753991,-45.3741976529568
PI398490,-38.8369295483802,24.7704992627649,-1.89795554690007
PI398823,-38.8765457411129,15.2592101196546,-5.72702718685643
PI404192C,11.2634423541673,23.0842539246461,-38.7727778235842
PI408100B,-30.8659581075414,18.2533280276631,-8.6136820312735
PI408175,-33.0968498282583,13.4884168264948,-9.63090357237411
PI408209C,-32.0609979755188,16.6819609593091,-7.18910989014593
PI424234C,-30.6475949316031,15.1153622916,-9.16058375741074
PI437333,3.88214936691019,25.4576587865392,-37.7547368592464
PI437394,12.8355349659348,17.8818333048549,-39.1654714728151
PI437397,25.7085972624879,-0.363229450368051,-29.51675101465
PI438078,-3.28331242719972,15.8757722783049,-30.2898571289548
PI490766,14.4390916937974,-29.4051147169062,-10.2105853316907
PI507682,24.4052391627286,21.1415919987914,-39.57364831543
PI507707,46.0537393143085,24.7150472161358,0.360045993205418
PI561377,24.6718266921829,20.5899454693866,-47.9828124914401
PI567375A,-1.51483939462021,-19.2928641097207,-8.64041552139511
PI567473A,35.2358083216257,-19.0910523317231,-23.4488434476855
PI587976B,-5.3541368160566,-43.2438476526417,17.0076859866095
PI603294,7.17412491864439,21.4997035055918,-35.278315836557
PI104708,0.243291160467606,17.6417030435743,-22.5371062247141
PI189931,26.2380402864814,11.4340775414582,-29.4751016933076
PI227323,-1.17549173706163,27.1224584870942,-30.4735831521428
PI238922,34.3126138051879,11.8717063934229,-38.2988918089342
PI273483C,-22.3794300825443,2.74931820905157,0.468437678072502
PI378664C,31.6826010122181,0.0762245883591897,-35.0231808456504
PI378680D,42.6986405157577,-21.809645255096,-23.5787650355778
PI398774,-29.7282820977541,9.56628194592702,2.78185203085807
PI408181D,-38.2991306263245,21.4269804290173,-7.62896548283116
PI408290,-36.0275828407406,14.5224716880435,-8.23265219992681
PI423790,-34.1692778152759,21.0811411575537,-6.06918358490594
PI423944,-48.3106658704263,14.1934209642959,8.07892747112693
PI424254,-36.2859826144658,8.49693057791787,5.38235192472576
PI424270B,-35.355050423742,17.8307781785375,-3.07052028506674
PI424278A,-23.6639856607108,1.66301439234499,-6.50094379172824
PI424285B,-33.8856432082372,19.1561620104709,-9.0412387014465
PI424412,-40.7159193963481,16.9078660133995,-6.42794654372818
PI424544,-32.4227819111715,14.0614868420629,-6.8549600624793
PI424597,-29.7898062657775,18.7922647673446,-10.9111734393424
PI437146,1.02381168074614,18.7932728981586,-28.7157172452616
PI437338,16.5855030659778,27.0383339966569,-38.8352775160003
PI437395A,14.6562622833676,21.5078745529612,-42.5632565272795
PI437510,2.82569279838333,29.0756632298762,-36.2804409859387
PI458095,-40.3388183734694,15.6586525098855,-4.93095301955527
PI467320,15.7840894973077,11.3277825193976,-34.2879494354303
PI467347,39.1801843857067,-7.6853465146802,-25.7737180911107
